Supplementary material: Table DR2. Full data set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arc,Sample,Location,Geologycal_age,Domain,Sample_type,Rock_type,Geochemistry Reference,Country,Age  (Ma),error (Ma),Age Reference,Longitude (X),Latitude (Y),SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O+,LOI,SUM (no water),,Nb_xrf,Zr_xrf,Y_xrf,Sr_xrf,Rb_xrf,Pb_xrf,Ga_xrf,Zn_xrf,Cu_xrf,Ni_xrf,Co_xrf,Cr_xrf,V_xrf,Ba_xrf,Sc_xrf,,Li_icpms,Sc_icpms,V_icpms,Co_icpms,Ni_icpms,Cu_icpms,Zn_icpms,Rb_icpms,Sr_icpms,Y_icpms,Nb_icpms,Zr_icpms,Mo_icpms,Cs_icpms,Cd_icpms,Ba_icpms,La_icpms,Ce_icpms,Pr_icpms,Nd_icpms,Sm_icpms,Eu_icpms,Gd_icpms,Tb_icpms,Dy_icpms,Ho_icpms,Er_icpms,Tm_icpms,Yb_icpms,Lu_icpms,Hf_icpms,Ta_icpms,W_icpms,Pb_icpms,Th_icpms,U_icpms,,La/Sm,La/Yb,Sr/Y,Sm/Yb,Dy/Yb,,87_86Sr,87_86Sr_error,87_86Sr initial,143_144Nd,143_144Nd_error,eNd,TDM ages,206_204Pb,206Pb_error,207_204Pb,207Pb_error,208Pb_204Pb,208Pb_error
Frontal arc,AND-99-17    ,Andagua,Quaternary,transition,lava,andesite,"Delacour et al., 2007; Mamani et al., 2008",Peru,,,,-72.416,-15.481,59.00,1.17,16.70,6.19,,0.09,2.48,5.54,5.06,2.90,0.55,,,99.67,,8.0,255.0,14.0,1116.0,58.0,12.0,24.0,115.0,73.0,20.0,19.0,27.0,139.0,1405.0,9.0,,14.8,8.0,129.6,14.9,17.5,61.9,117.9,56.4,1054.1,12.1,9.7,251.1,1.5,0.5,0.4,1326.9,49.1,103.7,12.3,46.0,7.5,1.8,5.2,0.6,2.8,0.4,1.1,0.1,0.8,0.1,6.4,0.4,1.6,12.2,3.6,0.6,,6.5,61.8,79.7,9.4,3.6,,0.7061,0.0000,0.7061,0.51247,0.00001,-3.2,0.9,,,,,,
Frontal arc,AND-99-18    ,Andagua,Quaternary,transition,lava,andesite,"Delacour et al., 2007; Mamani et al., 2008",Peru,0.00,0.00,"Delacour et al., 2007",-72.382,-15.481,58.10,1.15,16.60,6.20,,0.08,2.59,5.87,4.81,2.73,0.56,,,98.68,,7.0,228.0,14.0,1272.0,44.0,13.0,23.0,104.0,51.0,19.0,18.0,30.0,137.0,1521.0,14.0,,14.1,8.8,136.6,15.5,20.4,41.9,103.8,50.0,1315.2,10.9,9.2,204.6,1.2,0.5,,1468.7,56.1,117.7,13.0,49.4,7.7,2.1,5.6,0.6,2.6,0.4,1.2,0.1,0.9,0.1,6.5,0.4,5.4,11.2,3.4,0.7,,7.3,65.2,90.9,8.9,3.0,,0.7061,0.0000,0.7061,0.51246,0.00000,-3.6,0.9,18.629,0.001,15.583,0.001,38.621,0.002
Frontal arc,AND-99-19,Andagua,Quaternary,transition,lava,andesite,"Mamani et al., 2008",Peru,0.27,0.02,"Kaneoka and Guevara, 1984",-72.382,-15.481,57.80,1.26,17.00,6.82,,0.09,2.96,6.02,4.98,2.54,0.55,,,100.02,,6.0,225.0,13.0,1180.0,45.0,9.0,22.0,104.0,52.0,25.0,18.0,42.0,160.0,1322.0,14.0,,13.0,9.3,143.9,17.5,23.6,45.4,112.5,34.3,1076.2,12.0,9.5,220.4,1.0,0.4,0.3,1196.2,45.0,96.8,11.6,44.2,7.2,1.8,5.2,0.6,2.8,0.4,1.1,0.1,0.8,0.1,5.5,0.5,2.5,8.3,2.7,0.5,,6.2,56.4,90.8,9.1,3.5,,,,,,,,,,,,,,
Frontal arc,121_148,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.349,-15.482,56.54,1.28,17.02,7.23,,0.09,3.66,6.69,4.26,1.88,0.42,,0.56,99.07,,6.1,145.0,11.8,925.0,31.0,9.0,25.0,103.0,70.0,43.0,19.0,79.0,178.0,787.0,11.0,,,,,,,,,,,,,,,,,,22.0,52.0,,32.0,,,,,,,,,,,,,,9.0,2.0,,,,,78.4,,,,,,,,,,,,,,,,
Frontal arc,121_149,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.353,-15.486,56.70,1.30,17.64,6.68,,0.09,2.97,6.20,4.40,2.13,0.52,,0.88,98.63,,8.0,191.0,12.8,1118.0,34.0,10.0,24.0,97.0,71.0,25.0,17.0,33.0,170.0,1186.0,13.0,,,,,,,,,,,,,,,,,,38.0,84.0,,44.0,,,,,,,,,,,,,,10.0,4.0,,,,,87.3,,,,,,,,,,,,,,,,
Frontal arc,121_025,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.355,-15.494,56.70,1.26,17.03,6.87,,0.09,3.05,6.32,4.66,2.23,0.55,,0.47,98.76,,7.3,183.0,12.9,1166.0,34.0,11.0,25.0,104.0,73.0,28.0,18.0,40.0,157.0,1165.0,10.0,,,,,,,,,,,,,,,,,,40.0,83.0,,43.0,,,,,,,,,,,,,,11.0,4.0,,,,,90.4,,,,,,,,,,,,,,,,
Frontal arc,121_052,Andagua,Quaternary,Arequipa,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.332,-15.501,,,,,,,,,,,,,,,,9.0,248.0,10.0,689.0,90.0,15.0,22.0,85.0,48.0,12.0,9.0,14.0,98.0,1312.0,7.0,,,,,,,,,,,,,,,,,,40.0,82.0,,37.0,,,,,,,,,,,,,,15.0,6.0,,,,,68.9,,,,0.7065,,,0.51241,,-4.5,,,,,,,
Frontal arc,121_055,Andagua,Quaternary,Arequipa,lava,dacite,"Sørensen and Holm, 2008",Peru,,,,-72.332,-15.501,63.87,0.80,16.49,4.72,,0.06,1.85,4.20,4.56,3.21,0.31,,0.02,100.07,,9.4,254.0,10.1,716.0,91.0,15.0,24.0,86.0,54.0,13.0,10.0,15.0,101.0,1316.0,7.0,,,,,,,,,,,,,,,,,,42.0,85.0,,39.0,,,,,,,,,,,,,,15.0,6.0,,,,,70.9,,,,0.7065,,,0.51241,,-4.4,,,,,,,
Frontal arc,121_034,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.304,-15.502,58.98,1.13,16.76,6.58,,0.09,3.22,6.06,4.38,2.51,0.47,,0.07,100.19,,10.9,228.0,15.7,932.0,53.0,10.0,23.0,96.0,55.0,17.0,14.0,30.0,144.0,1190.0,11.0,,,,,,,,,,,,,,,,,,42.0,88.0,,43.0,,,,,,,,,,,,,,10.0,4.0,,,,,59.4,,,,0.7060,,,0.51248,,-3.1,,,,,,,
Frontal arc,121_039,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.304,-15.502,57.55,1.19,16.71,6.79,,0.09,3.40,6.35,4.33,2.43,0.50,,,99.34,,11.1,228.0,16.0,1034.0,48.0,9.0,24.0,91.0,41.0,19.0,15.0,33.0,157.0,1224.0,12.0,,,,,,,,,,,,,,,,,,43.0,90.0,,43.0,,,,,,,,,,,,,,9.0,3.0,,,,,64.6,,,,0.7060,,,0.51247,,-3.2,,,,,,,
Frontal arc,121_051,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.304,-15.502,58.06,1.15,16.71,6.58,,0.09,3.22,6.09,4.35,2.48,0.47,,,99.19,,11.2,231.0,15.8,968.0,53.0,11.0,23.0,90.0,52.0,17.0,15.0,30.0,145.0,1208.0,11.0,,,,,,,,,,,,,,,,,,46.0,90.0,,44.0,,,,,,,,,,,,,,11.0,5.0,,,,,61.3,,,,0.7060,,,0.51248,,-3.2,,,,,,,
Frontal arc,121_005,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.383,-15.508,,,,,,,,,,,,,,,,10.4,22.5,13.2,1181.0,44.0,12.0,25.0,109.0,66.0,28.0,13.0,37.0,157.0,1389.0,12.0,,,,,,,,,,,,,,,,,,51.0,102.0,,49.0,,,,,,,,,,,,,,12.0,3.0,,,,,89.5,,,,0.7061,,,0.51248,,-3.1,,,,,,,
Frontal arc,121_007,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.383,-15.508,57.69,1.22,16.91,6.71,,0.08,2.93,5.92,4.99,2.52,0.60,,,99.57,,10.3,227.0,13.3,1197.0,45.0,11.0,23.0,105.0,70.0,25.0,17.0,38.0,156.0,1385.0,9.0,,,,,,,,,,,,,,,,,,50.0,104.0,,50.0,,,,,,,,,,,,,,11.0,3.0,,,,,90.0,,,,0.7061,,,0.51247,,-3.3,,,,,,,
Frontal arc,121_043,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.383,-15.508,57.65,1.23,16.88,6.47,,0.08,2.91,5.90,4.87,2.52,0.59,,0.10,99.10,,10.3,228.0,13.3,1167.0,44.0,11.0,22.0,98.0,67.0,22.0,16.0,35.0,152.0,1343.0,8.0,,,,,,,,,,,,,,,,,,47.0,99.0,,49.0,,,,,,,,,,,,,,11.0,3.0,,,,,87.7,,,,0.7061,,,0.51247,,-3.4,,,,,,,
Frontal arc,121_076,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.383,-15.508,57.54,1.21,16.81,6.72,,0.08,2.89,5.96,4.85,2.55,0.59,,0.11,99.21,,10.2,228.0,13.2,1204.0,44.0,13.0,24.0,109.0,67.0,26.0,16.0,40.0,157.0,1368.0,12.0,,,,,,,,,,,,,,,,,,50.0,101.0,,50.0,,,,,,,,,,,,,,13.0,3.0,,,,,91.2,,,,,,,,,,,,,,,,
Frontal arc, VOL14,Andagua,Quaternary,transition,lava,andesite,"Delacour et al., 2007",Peru,,,,-72.336,-15.510,58.12,1.22,16.35,6.71,,0.80,3.20,5.90,4.95,2.65,0.52,,0.10,100.42,,1.0,251.0,15.0,163.0,42.0,,,,,2.0,,,,1298.0,,,,,,,,,,,,,,,,,,,48.4,14.4,,4.7,7.8,1.7,5.5,,2.8,,1.5,,0.9,,,,,,3.2,,,6.2,53.2,10.9,8.5,3.1,,0.7062,0.0130,,,,,,,,,,,
Frontal arc, VOL49,Andagua,Quaternary,transition,lava,andesite,"Delacour et al., 2007",Peru,,,,-72.336,-15.510,58.33,1.12,17.70,6.54,,0.70,2.96,5.99,4.69,2.71,0.49,,0.60,101.23,,1.0,25.0,13.0,176.0,52.0,,,,,25.0,,44.0,156.0,1243.0,,,,,,,,,,,,,,,,,,,51.4,19.6,12.7,48.3,8.2,2.5,5.1,0.7,3.1,0.5,1.3,0.2,1.0,0.1,,,,13.0,3.8,0.7,,6.3,51.9,13.5,8.3,3.2,,,,,,,,,,,,,,
Frontal arc,121_070,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.336,-15.510,58.30,1.25,16.96,6.73,,0.08,2.85,5.99,4.81,2.26,0.51,,,99.74,,7.7,184.0,12.6,1091.0,42.0,10.0,24.0,85.0,35.0,23.0,15.0,31.0,151.0,1143.0,9.0,,,,,,,,,,,,,,,,,,37.0,80.0,,42.0,,,,,,,,,,,,,,10.0,4.0,,,,,86.6,,,,,,,,,,,,,,,,
Frontal arc,121_073,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.336,-15.510,57.60,1.22,16.90,6.49,,0.09,2.92,5.89,4.91,2.54,0.59,,,99.15,,10.1,224.0,13.3,1172.0,43.0,12.0,24.0,113.0,70.0,29.0,16.0,39.0,157.0,1376.0,11.0,,,,,,,,,,,,,,,,,,51.0,105.0,,50.0,,,,,,,,,,,,,,12.0,3.0,,,,,88.1,,,,,,,,,,,,,,,,
Frontal arc, VOL15,Andagua,Quaternary,transition,lava,andesite,"Delacour et al., 2007",Peru,,,,-72.346,-15.521,59.40,1.16,16.25,6.21,,0.70,2.56,5.34,5.50,2.69,0.43,,,100.24,,9.0,227.0,15.0,861.0,48.0,,,,,15.0,,,,178.0,,,,,,,,,,,,,,,,,,,43.1,89.9,,41.0,7.6,1.6,5.8,,2.7,,1.8,,0.9,,,,,,4.6,,,5.6,49.0,57.4,8.7,3.0,,0.7063,0.0120,,0.51246,0.00600,-3.4,,,,,,,
Frontal arc,121_087,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.346,-15.521,60.50,1.14,16.98,6.14,,0.08,2.44,5.27,4.77,2.63,0.48,,,100.42,,9.9,219.0,12.4,911.0,55.0,10.0,24.0,101.0,66.0,18.0,13.0,20.0,134.0,1145.0,9.0,,,,,,,,,,,,,,,,,,39.0,83.0,,42.0,,,,,,,,,,,,,,10.0,3.0,,,,,73.5,,,,0.7062,,,0.51246,,-3.4,,,,,,,
Frontal arc,121_142,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.346,-15.521,,,,,,,,,,,,,,,,9.4,211.0,12.7,1101.0,45.0,11.0,24.0,103.0,69.0,20.0,14.0,30.0,146.0,1177.0,11.0,,,,,,,,,,,,,,,,,,40.0,89.0,,46.0,,,,,,,,,,,,,,11.0,3.0,,,,,86.7,,,,0.7062,,,0.51247,,-3.2,,,,,,,
Frontal arc,121_146,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.346,-15.521,59.83,1.16,16.88,6.26,,0.08,2.56,5.34,4.64,2.61,0.50,,,99.86,,9.9,224.0,12.8,985.0,53.0,11.0,24.0,103.0,61.0,20.0,16.0,27.0,142.0,1184.0,10.0,,,,,,,,,,,,,,,,,,40.0,87.0,,44.0,,,,,,,,,,,,,,11.0,3.0,,,,,77.0,,,,0.7062,,,0.51245,,-3.6,,,,,,,
Frontal arc,121_011,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.318,-15.521,58.53,1.17,16.90,6.59,,0.08,2.91,5.85,4.97,2.65,0.58,,,100.22,,10.8,239.0,13.7,1134.0,49.0,11.0,22.0,99.0,64.0,23.0,14.0,35.0,148.0,1383.0,9.0,,,,,,,,,,,,,,,,,,48.0,101.0,,47.0,,,,,,,,,,,,,,11.0,4.0,,,,,82.8,,,,0.7061,,,0.51247,,-3.4,,,,,,,
Frontal arc,121_013,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.318,-15.521,,,,,,,,,,,,,,,,10.7,21.0,14.5,1050.0,49.0,9.0,23.0,101.0,57.0,23.0,17.0,41.0,154.0,1279.0,12.0,,,,,,,,,,,,,,,,,,46.0,99.0,,47.0,,,,,,,,,,,,,,9.0,4.0,,,,,72.4,,,,0.7062,,,0.51246,,-3.6,,,,,,,
Frontal arc,121_141,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.318,-15.521,58.45,1.17,16.77,6.50,,0.09,3.07,5.90,4.51,2.63,0.54,,,99.62,,10.9,242.0,14.2,1061.0,49.0,12.0,24.0,95.0,62.0,22.0,16.0,39.0,146.0,1301.0,11.0,,,,,,,,,,,,,,,,,,47.0,95.0,,48.0,,,,,,,,,,,,,,12.0,4.0,,,,,74.7,,,,0.7062,,,0.51246,,-3.5,,,,,,,
Frontal arc,121_085,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.318,-15.521,57.63,1.23,16.94,6.72,,0.09,3.04,6.07,4.97,2.48,0.59,,,99.76,,9.8,218.0,12.9,1164.0,41.0,10.0,26.0,115.0,78.0,32.0,18.0,44.0,161.0,1314.0,10.0,,,,,,,,,,,,,,,,,,48.0,96.0,,47.0,,,,,,,,,,,,,,10.0,2.0,,,,,90.2,,,,,,,,,,,,,,,,
Frontal arc,AND 99-21    ,Andagua,Quaternary,transition,lava,andesite,"Mamani et al., 2008",Peru,,,,-72.271,-15.531,57.60,1.25,17.00,6.77,,0.09,2.93,6.02,5.02,2.54,0.56,,,99.78,,7.0,227.0,12.0,1175.0,44.0,13.0,23.0,106.0,71.0,27.0,23.0,38.0,151.0,1291.0,11.0,,13.1,9.6,140.9,17.3,23.4,61.3,116.7,47.3,1152.6,12.6,9.3,228.0,1.3,0.4,0.3,1251.1,48.2,101.2,12.4,47.3,7.8,1.9,5.5,0.6,2.9,0.5,1.1,0.1,0.8,0.1,5.7,0.4,1.0,10.9,2.8,0.6,,6.2,58.4,97.9,9.5,3.6,,,,,,,,,,,,,,
Frontal arc, VOL16 A,Andagua,Quaternary,transition,lava,basaltic andesite,"Delacour et al., 2007",Peru,,,,-72.288,-15.536,54.76,1.37,16.47,7.39,,0.80,3.39,6.64,4.96,1.92,0.51,,0.22,98.21,,7.0,194.0,15.0,114.0,18.0,,,,,28.0,,,,97.0,,,,,,,,,,,,,,,,,,,34.7,82.2,,39.0,7.8,1.6,5.4,,2.8,,1.3,,0.8,,,,,,3.8,,,4.4,41.4,7.6,9.3,3.3,,0.7066,0.0110,,0.51239,0.00600,-4.9,,,,,,,
Frontal arc, VOL16 B,Andagua,Quaternary,transition,lava,andesite,"Delacour et al., 2007",Peru,,,,-72.288,-15.536,56.19,1.29,16.40,6.97,,0.80,3.14,6.21,5.10,2.17,0.51,,,98.78,,7.0,199.0,14.0,176.0,28.0,,,,,23.0,,,,114.0,,,,,,,,,,,,,,,,,,,35.9,84.8,,36.9,7.5,1.7,4.8,,2.5,,1.2,,0.8,,,,,,,,,4.8,44.9,12.6,9.4,3.2,,0.7061,0.0140,,0.51250,0.00600,-2.8,,,,,,,
Frontal arc,121_121,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.288,-15.536,,,,,,,,,,,,,,,,9.1,205.0,13.1,1245.0,37.0,10.0,26.0,107.0,72.0,22.0,15.0,29.0,161.0,1297.0,9.0,,,,,,,,,,,,,,,,,,46.0,97.0,,49.0,,,,,,,,,,,,,,10.0,2.0,,,,,95.0,,,,0.7061,,,0.51248,,-3.2,,,,,,,
Frontal arc,121_122,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.288,-15.536,55.26,1.39,16.99,7.69,,0.10,3.97,7.27,4.59,1.78,0.59,,,99.63,,7.3,162.0,13.8,1302.0,25.0,8.0,25.0,104.0,74.0,45.0,20.0,88.0,189.0,1007.0,12.0,,,,,,,,,,,,,,,,,,39.0,85.0,,44.0,,,,,,,,,,,,,,8.0,2.0,,,,,94.3,,,,0.7063,,,0.51245,,-3.6,,,,,,,
Frontal arc,121_137,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.288,-15.536,56.25,1.36,17.21,7.45,,0.09,3.26,6.59,4.90,1.91,0.57,,,99.59,,7.6,173.0,12.8,1180.0,27.0,8.0,25.0,108.0,75.0,32.0,19.0,45.0,181.0,1038.0,10.0,,,,,,,,,,,,,,,,,,35.0,75.0,,40.0,,,,,,,,,,,,,,8.0,2.0,,,,,92.2,,,,,,,,,,,,,,,,
Frontal arc,121_143,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.288,-15.536,57.08,1.28,16.96,6.84,,0.09,2.84,6.05,4.89,2.37,0.61,,,99.00,,9.0,209.0,13.0,1278.0,38.0,11.0,27.0,110.0,83.0,21.0,14.0,29.0,155.0,1301.0,8.0,,,,,,,,,,,,,,,,,,47.0,96.0,,47.0,,,,,,,,,,,,,,11.0,3.0,,,,,98.3,,,,0.7061,,,0.51248,,-3.1,,,,,,,
Frontal arc,AND-99-20    ,Andagua,Quaternary,transition,lava,andesite,"Delacour et al., 2007; Mamani et al., 2008",Peru,,,,-72.282,-15.548,57.60,1.25,16.90,6.74,,0.09,2.94,6.01,4.94,2.54,0.56,,,99.56,,7.0,222.0,13.0,1149.0,43.0,11.0,22.0,109.0,73.0,25.0,21.0,40.0,150.0,1275.0,11.0,,13.3,9.3,146.0,17.6,23.8,60.2,115.8,38.1,1080.4,12.2,8.9,222.2,1.3,0.4,0.3,1200.0,45.0,96.3,11.6,44.3,7.3,1.8,5.2,0.6,2.8,0.4,1.1,0.1,0.8,0.1,5.6,0.3,1.5,10.7,2.8,0.5,,6.1,56.4,88.4,9.2,3.5,,0.7061,0.0000,0.7061,0.51247,0.00001,-3.2,0.9,18.604,0.001,15.558,0.001,38.520,0.003
Frontal arc,AND 99-22    ,Andagua,Quaternary,transition,lava,andesite,"Delacour et al., 2007; Mamani et al., 2008",Peru,0.00,,"Delacour et al., 2007",-72.314,-15.548,57.90,1.19,16.80,6.59,,0.09,2.99,5.90,4.88,2.63,0.54,,,99.51,,9.0,233.0,13.0,1115.0,45.0,11.0,23.0,112.0,67.0,28.0,18.0,42.0,142.0,1305.0,12.0,,12.2,9.8,156.4,17.7,25.2,60.5,108.9,43.5,1169.3,11.8,9.4,222.2,1.3,0.5,,1249.8,47.9,106.4,11.9,45.0,7.4,2.1,5.2,0.6,2.8,0.5,1.2,0.2,0.9,0.1,7.1,0.6,5.4,11.8,3.2,0.6,,6.5,54.4,85.8,8.4,3.2,,0.7061,0.0000,0.7061,0.51246,0.00001,-3.4,0.9,18.607,0.001,15.571,0.001,38.561,0.002
Frontal arc,121_089,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.263,-15.563,57.63,1.21,16.81,6.54,,0.09,2.97,5.95,4.79,2.63,0.59,,,99.21,,10.5,236.0,13.6,1160.0,48.0,10.0,23.0,101.0,67.0,24.0,16.0,35.0,155.0,1396.0,11.0,,,,,,,,,,,,,,,,,,51.0,104.0,,49.0,,,,,,,,,,,,,,10.0,4.0,,,,,85.3,,,,0.7061,,,0.51247,,-3.4,,,,,,,
Frontal arc,121_107,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.263,-15.563,58.08,1.20,16.95,6.60,,0.08,2.92,5.89,4.79,2.60,0.57,,,99.69,,10.6,236.0,13.6,1150.0,48.0,9.0,23.0,89.0,60.0,21.0,15.0,35.0,147.0,1381.0,9.0,,,,,,,,,,,,,,,,,,48.0,98.0,,47.0,,,,,,,,,,,,,,9.0,4.0,,,,,84.6,,,,0.7061,,,0.51247,,-3.4,,,,,,,
Frontal arc,121_090,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.263,-15.563,60.34,1.01,16.84,5.79,,0.08,2.31,4.89,4.66,2.99,0.46,,,99.35,,11.8,279.0,12.2,886.0,70.0,12.0,23.0,94.0,61.0,17.0,11.0,25.0,121.0,1342.0,10.0,,,,,,,,,,,,,,,,,,46.0,95.0,,44.0,,,,,,,,,,,,,,12.0,4.0,,,,,72.6,,,,,,,,,,,,,,,,
Frontal arc,121_099,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.263,-15.563,60.32,1.00,16.86,5.82,,0.08,2.39,4.96,4.74,2.95,0.46,,,99.58,,12.1,278.0,12.4,904.0,69.0,12.0,24.0,102.0,61.0,18.0,12.0,21.0,125.0,1371.0,9.0,,,,,,,,,,,,,,,,,,46.0,95.0,,45.0,,,,,,,,,,,,,,12.0,4.0,,,,,72.9,,,,0.7062,,,0.51245,,-3.6,,,,,,,
Frontal arc,121_095,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.263,-15.563,60.35,1.03,16.94,5.72,,0.08,2.45,4.98,4.67,2.95,0.47,,,99.64,,11.6,273.0,12.8,895.0,68.0,14.0,25.0,100.0,62.0,17.0,12.0,25.0,125.0,1365.0,11.0,,,,,,,,,,,,,,,,,,46.0,94.0,,44.0,,,,,,,,,,,,,,14.0,4.0,,,,,69.9,,,,,,,,,,,,,,,,
Frontal arc,121_098,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.263,-15.563,59.40,1.10,17.09,6.25,,0.08,2.64,5.40,4.96,2.78,0.51,,,100.21,,11.4,262.0,12.9,982.0,62.0,12.0,24.0,100.0,65.0,19.0,15.0,28.0,140.0,1370.0,10.0,,,,,,,,,,,,,,,,,,46.0,95.0,,45.0,,,,,,,,,,,,,,12.0,4.0,,,,,76.1,,,,,,,,,,,,,,,,
Frontal arc,AND 99-24    ,Andagua,Quaternary,transition,lava,andesite,"Mamani et al., 2008",Peru,,,,-72.283,-15.589,58.50,1.14,16.40,6.64,,0.09,3.30,5.59,4.39,2.54,0.38,,,98.97,,8.0,211.0,16.0,796.0,63.0,8.0,22.0,96.0,70.0,39.0,23.0,68.0,155.0,940.0,10.0,,11.2,10.6,152.6,18.1,36.5,59.0,94.5,59.6,766.8,12.0,7.5,194.6,1.8,1.7,,916.4,34.3,74.8,8.9,35.5,6.1,1.6,4.2,0.6,2.6,0.5,1.2,0.2,1.0,0.1,6.5,0.5,2.9,11.0,5.1,1.0,,5.6,34.9,49.8,6.2,2.7,,0.7063,0.0000,0.7063,0.51246,0.00000,-3.4,1.0,,,,,,
Frontal arc,121_111,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.255,-15.636,58.25,1.18,16.95,6.25,,0.08,2.72,5.49,5.06,2.89,0.57,,,99.43,,12.5,267.0,13.2,1142.0,58.0,12.0,23.0,104.0,66.0,20.0,14.0,31.0,145.0,1480.0,9.0,,,,,,,,,,,,,,,,,,52.0,108.0,,50.0,,,,,,,,,,,,,,12.0,3.0,,,,,86.5,,,,0.7061,,,0.51248,,-3.2,,,,,,,
Frontal arc,121_114,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.255,-15.636,59.94,1.12,16.88,5.95,,0.08,2.43,5.21,4.78,2.95,0.53,,,99.86,,11.4,273.0,13.1,1016.0,63.0,14.0,23.0,96.0,65.0,18.0,12.0,23.0,132.0,1409.0,9.0,,,,,,,,,,,,,,,,,,48.0,102.0,,49.0,,,,,,,,,,,,,,14.0,4.0,,,,,77.6,,,,,,,,,,,,,,,,
Frontal arc,AND 99-27    ,Andagua,Quaternary,transition,lava,andesite,"Delacour et al., 2007; Mamani et al., 2008",Peru,,,,-72.265,-15.645,56.50,1.40,17.20,7.53,,0.09,3.41,6.69,4.88,1.97,0.52,,,100.20,,4.0,179.0,14.0,1196.0,25.0,5.0,21.0,111.0,77.0,33.0,26.0,52.0,183.0,991.0,8.0,,11.3,10.0,161.9,19.7,30.5,65.7,114.9,26.0,1135.4,12.2,7.0,177.3,1.2,0.4,0.3,916.8,34.3,76.5,9.8,39.6,7.0,1.8,5.2,0.6,2.9,0.5,1.1,0.1,0.8,0.1,4.6,0.3,0.8,8.3,1.8,0.4,,4.9,43.6,85.4,8.9,3.6,,0.7062,0.0000,0.7062,0.51246,0.00000,-3.5,1.0,18.586,0.001,15.573,0.001,38.523,0.002
Frontal arc,121_109,Andagua,Quaternary,transition,lava,andesite,"Sørensen and Holm, 2008",Peru,,,,-72.248,-15.728,59.05,1.09,16.72,5.94,,0.08,2.54,5.77,4.95,2.81,0.58,,,99.52,,9.6,218.0,12.7,1265.0,61.0,14.0,24.0,97.0,62.0,20.0,13.0,23.0,140.0,1468.0,9.0,,,,,,,,,,,,,,,,,,50.0,101.0,,47.0,,,,,,,,,,,,,,14.0,5.0,,,,,99.6,,,,,,,,,,,,,,,,
