SAMPLE ID,REFERENCES,TECTONIC SETTING,Location,Island,LOCATION COMMENT,LATITUDE,LONGITUDE,MIN ELEVATION,MAX ELEVATION,ROCK NAME,MIN AGE,MAX AGE,AGE,ANALYZED MATERIAL,ROCK TYPE,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O,HE,CO2,F,CL,S,LI,BE,B,SC,TI,V,CR,MN,CO,NI,CU,ZN,GA,GE,AS,SE,BR,RB,SR,Y,ZR,NB,MO,RU,PD,AG,CD,INDIUM,SN,SB,TE,I,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,W,RE,OS,IR,PT,AU,TL,PB,BI,TH,U,iso143Nd144Nd,iso87Sr86Sr,iso206Pb204Pb,iso207Pb204Pb,iso208Pb204Pb,iso176Hf177Hf,HE3_HE4,HE3_HE4_R_RA,HE4_HE3,LATITUDE MAX,LONGITUDE MAX,LAND OR SEA,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,B2O3(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),C(PPM),NA,MG,AL,P,K,CA,FE(PPM),RH(PPM),HG(PPM),EPSILON_ND,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,
s_SR0860-8.10 [7011],[7011][6966][6456][6177][8515][6176],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 4,19.74,19.74,-155.05,,,THOLEIITE [7011] / BASALT [6966],,,,WR [7011] / MIN [6966] ,VOL,"HE(CCMSTP/G) from OLIVINE [6966], HE3_HE4(R/R(A)) from OLIVINE [6966]",49.56,2.54,13.71,,,9,10.97,,0.17,7.77,11.19,2.25,0.32,0.26,0.41,,5.68E-09,,,,,,,,29.1,,265,323,,,143,,112,21,,,,,5.61,348,27.6,155,15.2,,,,,,,,,,,,114,12.2,30.5,4.51,20.8,5.4,1.93,6.04,0.937,5.24,0.97,2.55,0.33,2.02,0.27,3.88,1.12,,,,,,,,1.06,,0.99,0.322,,0.512967513,0.703554,18.5042,15.4851,38.1511,0.283118,,16.5,,"HILO DRILL HOLE, HSDP-2 CORE",-155.05,SAE,,,,MODERATELY OLIVINE-PHYRIC [6456] ,2615,2615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1307,,,,,,30394-SR0860-8.10,
s_SR0871-13.00 [7011],[7011][6966][6456][6177][8515][6176],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 3,19.74,19.74,-155.05,,,THOLEIITE [7011] / BASALT [6966],,,,WR [7011] / MIN [6966] ,VOL,"HE(CCMSTP/G) from OLIVINE [6966], HE3_HE4(R/R(A)) from OLIVINE [6966]",46.39,1.95,10.53,,,10.23,11.68,,0.18,16.64,8.91,1.67,0.2,0.18,0.17,,1.716E-08,,,,,,,,23.5,,208,905,,,785,,114,16,,,,,3.32,246,20.9,108,10.6,,,,,,,,,,,,74,8.63,21.8,3.13,14.4,3.76,1.38,4.31,0.688,3.81,0.73,1.92,0.25,1.63,0.21,2.84,0.861,,,,,,,,0.729,,0.681,0.215,,0.512936465,0.703661,18.4512,15.4816,38.1928,0.283116,,13.9,,"HILO DRILL HOLE, HSDP-2 CORE",-155.05,SAE,,,,MODERATELY OLIVINE-PHYRIC [6456] ,2654.3,2654.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26150-SR0871-13.00,
s_SR0891-15.10 [7011],[7011][6966][6456][13124][6177][21778][6664][8515][6347][6176],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,19.74,-155.05,,,THOLEIITE [7011] / BASALT [6966] / PICRITE [13124] / NOT GIVEN [21778],,,,WR [7011] / MIN [6966] ,VOL,"HE(CCMSTP/G) from OLIVINE [6966], HE3_HE4(R/R(A)) from OLIVINE [6966]",46.45,1.52,8.19,,,8.47,11.36,,0.18,22.04,7.2,1.24,0.09,0.15,1.3,,9.77E-09,,,,,,,,19.6,,172,1167,,,993,,105,13,,,,,1.84,171,18.1,90.2,7.29,,0.001691,0.003899,,,,,,,,,68.8,6.19,15.7,2.52,12.2,3.37,1.13,3.61,0.591,3.26,0.63,1.62,0.232,1.34,0.19,2.39,0.582,0.09,0.000727,0.001645,0.000814,0.003397,,,0.532,,0.479,0.189,,0.512958499,0.703571,18.5638,15.494,38.1621,0.283113,,14,,"HILO DRILL HOLE, HSDP-2 CORE",-155.05,SAE,,,,MODERATELY TO HIGHLY OLIVINE-PHYRIC [6456] ,2730.4,2730.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12987,,,,,,26148-SR0891-15.10,
s_SR0896-2.40 [7011],[7011][6966][6456][6177][8515][6347][6176],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,19.74,-155.05,,,THOLEIITE [7011] / BASALT [6966],,,,WR [7011] / MIN [6966] ,VOL,"HE(CCMSTP/G) from OLIVINE [6966], HE3_HE4(R/R(A)) from OLIVINE [6966]",50.39,2.26,12.87,,,9.01,10.98,,0.18,8.69,11,2.08,0.27,0.22,0.45,,1.396E-08,,,,,,,,,,239,434,,,170,,107,18,,,,,4.71,278,25.9,132,10.7,,,,,,,,,,,,70.6,9.09,24.42,3.61,17.59,4.74,1.69,5.38,0.83,4.75,0.9,2.43,0.32,1.91,0.26,3.49,0.82,,,,,,,,0.749,,0.699,0.29,,0.512961504,0.703613,18.4987,15.4813,38.1313,0.283108,,12.2,,"HILO DRILL HOLE, HSDP-2 CORE",-155.05,SAE,,,,APHYRIC TO MODERATELY OLIVINE-PHYRIC [6456] ,2759.4,2759.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26148-SR0896-2.40,
s_SR0899-2.45 [7011],[7011][6966][6456][8515][6176],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,19.74,-155.05,,,THOLEIITE [7011] / BASALT [6966],,,,WR [7011] / MIN [6966] ,VOL,"HE(CCMSTP/G) from OLIVINE [6966], HE3_HE4(R/R(A)) from OLIVINE [6966]",49.39,1.97,11.69,,,9.09,10.94,,0.18,12.14,10.28,1.77,0.21,0.19,0.62,,1.223E-08,,,,,,,,27.8,,202,831,,,428,,104,16,,,,,3.67,248,23,117,9.29,,,,,,,,,,,,76.4,7.97,20.7,3.1,15.2,4.15,1.45,4.57,0.756,4.19,0.795,2,0.284,1.69,0.231,2.91,0.658,,,,,,,,0.671,,0.595,0.23,,0.512956496,0.70365,18.5065,15.4889,38.1435,0.283106,,12.2,,"HILO DRILL HOLE, HSDP-2 CORE",-155.05,SAE,,,,MODERATELY OLIVINE-PHYRIC [6456] ,2771,2771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26148-SR0899-2.45,
s_SR0907-1.65 [7011],[7011][6966][6456][8515][6176],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,19.74,-155.05,,,THOLEIITE [7011] / BASALT [6966],,,,WR [7011] / MIN [6966] ,VOL,"HE(CCMSTP/G) from OLIVINE [6966], HE3_HE4(R/R(A)) from OLIVINE [6966]",50.18,2.24,12.65,,,8.81,11.03,,0.18,9.02,10.82,1.91,0.27,0.22,0.3,,9.21E-09,,,,,,,,,,244,464,,,185,,107,18,,,,,4.98,284,26.6,135,11.1,,,,,,,,,,,,87.7,9.36,23.4,3.72,17.9,4.78,1.71,5.31,0.862,4.93,0.957,2.45,0.332,1.97,0.286,3.53,0.819,,,,,,,,0.812,,0.724,0.254,,0.512967513,0.703557,18.5111,15.4963,38.1538,0.283103,,11.7,,"HILO DRILL HOLE, HSDP-2 CORE",-155.05,SAE,,,,MODERATELY OLIVINE-PHYRIC [6456] ,2790,2790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26148-SR0907-1.65,
s_SR0913-2.40 [7011],[7011][6966][6456][6177][15719][8515][6347][6176],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,"HILO DRILL HOLE, HSDP-2 CORE",19.74,-155.05,,,THOLEIITE [7011] / BASALT [6966] / NOT GIVEN [15719],,,,WR [7011] / MIN [6966] ,VOL,"HE(CCMSTP/G) from OLIVINE [6966], HE3_HE4(R/R(A)) from OLIVINE [6966]",49.21,2.06,11.41,,,,9.32,11.30,,0.18,12.47,9.63,1.73,0.23,0.19,0.07,,2.018E-08,,,,,,,,,,218.00,764.00,,,411.00,,108.00,17.00,,,,,4.09,240.00,24.00,117.00,9.57,,,,,,,,,,,,69.80,7.73,20.47,3.03,14.95,4.18,1.45,4.89,0.76,4.47,0.84,2.19,0.29,1.66,0.23,3.17,0.82,,,,,,,0.67,,0.64,0.21,,0.51300,0.70354,18.55,15.49,38.19,0.28312,,,14.9,,19.74,-155.05,SAE,,,,MODERATELY OLIVINE-PHYRIC [6456] ,2825.9,2825.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26148-SR0913-2.40
s_SR0916-1.15 [7011],[7011][6966][6456][6177][6664][8515][6176],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,19.74,-155.05,,,THOLEIITE [7011] / BASALT [6966],,,,WR [7011] / MIN [6966] ,VOL,"HE(CCMSTP/G) from OLIVINE [6966], HE3_HE4(R/R(A)) from OLIVINE [6966]",47.74,1.83,9.93,,,8.19,11.54,,0.18,16.53,8.79,1.42,0.12,0.18,1.54,,1.032E-08,,,,,,,,,,200,882,,,625,,105,15,,,,,3.44,233,21.5,115,9.89,,,,,,,,,,,,61.2,7.78,20.37,3,14.52,3.88,1.37,4.44,0.68,3.89,0.74,1.94,0.25,1.45,0.21,3,0.661,,0.000914,0.000787,,,,,0.656,,0.615,0.227,,0.512983538,0.70354,18.6044,15.4909,38.176,0.283126,,12.8,,"HILO DRILL HOLE, HSDP-2 CORE",-155.05,SAE,,,,MODERATELY OLIVINE-PHYRIC [6456] ,2837.7,2837.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1288,,,,,,26148-SR0916-1.15,
s_SR0930-15.85 [7011],[7011][6966][6178][6456][8515][6347][6176],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,19.74,-155.05,,,THOLEIITE [7011] / BASALT [6966],,,,WR [7011] / MIN [6966] ,VOL,"HE(CCMSTP/G) from OLIVINE [6966], HE3_HE4(R/R(A)) from OLIVINE [6966]",46.54,1.54,8.26,,,8.84,11.52,,0.18,22.11,7.13,1.05,0.11,0.15,1.5,,1.757E-08,,,,,3.11,,,,,174,1277,,,1027,,107,13,,,,,2.36,185,18.3,96.7,8.12,,,,,,,,,,,,71.3,6.89,17,2.71,12.8,3.41,1.16,3.61,0.595,3.4,0.67,1.64,0.231,1.36,0.203,2.51,0.57,,,,,,,,0.521,,0.529,0.212,,0.512968514,0.70358,18.4979,15.4765,38.1136,0.283109,,12.9,,"HILO DRILL HOLE, HSDP-2 CORE",-155.05,SAE,,,,HIGHLY OLIVINE-PHYRIC [6456] ,2919.6,2919.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26148-SR0930-15.85,
s_SR0939-18.10 [7011],[7011][6966][6456][6177][8515][6347][6176],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,19.74,-155.05,,,THOLEIITE [7011] / BASALT [6966],,,,WR [7011] / MIN [6966] ,VOL,"HE(CCMSTP/G) from OLIVINE [6966], HE3_HE4(R/R(A)) from OLIVINE [6966]",47.78,2.02,9.81,,,8.87,11.13,,0.17,17.5,8.09,1.57,0.24,0.21,0.98,,4.232E-08,,,,,,,,25.7,,205,910,,,764,,103,16,,,,,3.75,240,24.9,138,11.6,,,,,,,,,,,,90,9.11,22.7,3.34,16.5,4.22,1.53,4.83,0.783,4.25,0.8,2.08,0.27,1.75,0.22,3.25,0.762,,,,,,,,0.691,,0.741,0.249,,0.512984539,0.703516,18.6074,15.4862,38.1717,0.283124,,14.2,,"HILO DRILL HOLE, HSDP-2 CORE",-155.05,SAE,,,,MODERATELY TO HIGHLYOLIVINE-PHYRIC [6456] ,2961.2,2961.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26148-SR0939-18.10,
s_SR0940-18.35 [7011],[7011][6966][6456][13124][6177][8515][6176],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,19.74,-155.05,,,THOLEIITE [7011] / BASALT [6966] / PICRITE [13124],,,,WR [7011] / MIN [6966] ,VOL,"HE(CCMSTP/G) from OLIVINE [6966], HE3_HE4(R/R(A)) from OLIVINE [6966]",46.99,2.22,11.61,,,8,11.86,,0.18,13.59,9.71,1.79,0.28,0.2,2.16,,2.634E-08,,,,,,,,24,,205,629,,,491,,110,18,,,,,3.95,264,23.1,118,11.6,,0.000382,0.000488,,,,,,,,,84.5,8.99,22.8,3.31,16.2,4.12,1.48,4.66,0.752,4.12,0.77,2.09,0.26,1.7,0.21,3.04,0.774,,0.000871,0.000295,0.000268,0.000548,,,0.76,,0.685,0.205,,0.512940471,0.703611,18.4999,15.4777,38.1908,0.283102,,21,,"HILO DRILL HOLE, HSDP-2 CORE",-155.05,SAE,,,,APHYRIC [6456] ,2968,2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12951,,,,,,26148-SR0940-18.35,
s_SR0954-8.00 [7011],[7011][6966][6178][6456][13124][14756][14785][15590],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,"HILO DRILL HOLE, HSDP-2 CORE",19.74,-155.05,,,"THOLEIITE [7011] / BASALT [6966] / PICRITE [13124] / BASALT, THOLEIITIC [14756]",,,,WR [7011] / MIN [6966] ,VOL,"HE(CCMSTP/G) from OLIVINE [6966], HE3_HE4(R/R(A)) from OLIVINE [6966]",47.67,1.97,9.64,,,,9.55,11.07,,0.17,18.03,8.01,1.65,0.23,0.20,0.85,,2.392E-08,,,,,3.30,,,,,200.00,985.00,,,836.00,,105.00,16.00,,,,,3.95,214.00,20.80,116.00,9.86,,0.00,0.00,,,,,,,,,79.40,8.08,20.50,3.23,14.90,4.14,1.38,4.42,0.71,3.91,0.75,1.88,0.27,1.58,0.22,2.95,0.67,0.00,0.00,0.00,0.00,,,0.66,,0.64,0.21,,0.51301,0.70373,18.66,15.48,38.22,0.28312,,,13.9,,19.74,-155.05,SAE,,,,HIGHLY OLIVINE-PHYRIC [6456] ,3009.3,3009.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1198401,,0.1290534,,,,,,26148-SR0954-8.00
s_SR0956-18.35 [7011],[7011][6966][6456][6177][8515][6347][6176],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 4,19.74,19.74,-155.05,,,THOLEIITE [7011] / BASALT [6966],,,,WR [7011] / MIN [6966] / GL [6966] ,VOL,HE(CCMSTP/G) from CLINOPYROXENE [6966],49.7,2.61,13.93,,,8.7,10.97,,0.18,7.01,11.36,2.25,0.35,0.26,0.61,,2.7E-09,,,,,,,,,,279,218,,,102,,105,21,,,,,6.8,360,28.7,155,15.4,,,,,,,,,,,,126,12.19,30.8,4.5,21.21,5.41,1.85,6.06,0.91,5.28,0.98,2.57,0.34,1.92,0.27,3.92,1.07,,,,,,,,1.08,,0.963,0.319,,0.512968514,0.703535,18.4858,15.4724,38.1212,0.283122,,14.1,,"HILO DRILL HOLE, HSDP-2 CORE",-155.05,SAE,,,,APHYRIC TO SPARSELY OLIVINE-PHYRIC [6456] ,3019.2,3019.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30394-SR0956-18.35,
s_SR0967-2.75 [7011],[7011][6966][6456][8515][6347][6176],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,19.74,-155.05,,,THOLEIITE [7011] / BASALT [6966],,,,WR [7011] / MIN [6966] ,VOL,"HE(CCMSTP/G) from OLIVINE [6966], HE3_HE4(R/R(A)) from OLIVINE [6966]",48.56,1.97,10.53,,,8.39,10.93,,0.17,15.39,8.84,1.69,0.22,0.2,1.21,,6.39E-09,,,,,,,,,,210,768,,,690,,106,16,,,,,4.32,225,22.3,120,9.58,,,,,,,,,,,,77.1,8.41,21.1,3.25,15.4,4.41,1.44,4.72,0.748,4.21,0.818,2.05,0.293,1.68,0.242,3.15,0.668,,,,,,,,0.695,,0.684,0.319,,0.512979532,0.70359,18.492,15.4824,38.1196,0.283104,,11.9,,"HILO DRILL HOLE, HSDP-2 CORE",-155.05,SAE,,,,SPARSELY TO MODERATELY OLIVINE-PHYRIC [6456] ,3069,3069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26148-SR0967-2.75,
s_92TT014-D3A [2730],[2730],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / HILO RIDGE / SHIELD STAGE,"DREDGE D3, BASAL EAST END OF RIDGE",19.80,-155.00,,,THOLEIITE [2730],,,,WR [2730] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51298,0.70358,18.52,15.47,38.09,,,,,19.9,-156,SAQ,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43008,
s_92TT014-D3B [2730],[2730],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / HILO RIDGE / SHIELD STAGE,"DREDGE D3, BASAL EAST END OF RIDGE",19.80,-155.00,,,THOLEIITE [2730],,,,WR [2730] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51297,0.70353,18.52,15.47,38.08,,,,,19.9,-156,SAQ,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43009,
s_92TT014-D3C [2730],[2730],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / HILO RIDGE / SHIELD STAGE,"DREDGE D3, BASAL EAST END OF RIDGE",19.80,-155.00,,,THOLEIITE [2730],,,,WR [2730] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51294,0.70361,18.47,15.44,37.99,,,,,19.9,-156,SAQ,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43010,
s_92TT014-D4A [2730],[2730],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / HILO RIDGE / SHIELD STAGE,DREDGE D4,19.80,-155.00,-1100,-1100,THOLEIITE [2730],,,,WR [2730] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51295,0.70367,18.28,15.46,37.89,,,,,19.9,-156,SAQ,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43011,
s_92TT014-D4B [2730],[2730],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / HILO RIDGE / SHIELD STAGE,DREDGE D4,19.80,-155.00,-1100,-1100,THOLEIITE [2730],,,,WR [2730] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51297,0.70366,18.30,15.47,37.91,,,,,19.9,-156,SAQ,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43012,
s_92TT014-D4C [2730],[2730],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / HILO RIDGE / SHIELD STAGE,DREDGE D4,19.80,-155.00,-1100,-1100,"BASALT, ALKALINE [2730]",,,,WR [2730] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51299,0.70355,18.46,15.48,38.02,,,,,19.9,-156,SAQ,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43014,
s_92TT014-D4D [2730],[2730],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / HILO RIDGE / SHIELD STAGE,DREDGE D4,19.80,-155.00,-1100,-1100,THOLEIITE [2730],,,,WR [2730] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51297,0.70373,18.29,15.48,37.93,,,,,19.9,-156,SAQ,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43013,
s_92TT014-D4E [2730],[2730],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / HILO RIDGE / SHIELD STAGE,DREDGE D4,19.80,-155.00,-1100,-1100,"BASALT, ALKALINE [2730]",,,,WR [2730] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51299,0.70356,18.46,15.48,38.02,,,,,19.9,-156,SAQ,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43015,
s_92TT014-D4F [2730],[2730],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / HILO RIDGE / SHIELD STAGE,DREDGE D4,19.80,-155.00,-1100,-1100,"BASALT, ALKALINE [2730]",,,,WR [2730] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51299,0.70360,18.45,15.47,37.98,,,,,19.9,-156,SAQ,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43016,
s_92TT014-D5A [2730],[2730],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / HILO RIDGE / SHIELD STAGE,DREDGE D5,19.80,-155.00,-400,-400,THOLEIITE [2730],,,,WR [2730] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51301,0.70354,18.44,15.46,37.95,,,,,19.9,-156,SAQ,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43017,
s_92TT014-D5B [2730],[2730],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / HILO RIDGE / SHIELD STAGE,DREDGE D5,19.80,-155.00,-400,-400,THOLEIITE [2730],,,,WR [2730] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51300,0.70356,18.45,15.48,37.99,,,,,19.9,-156,SAQ,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43018,
s_92TT014-D5C [2730],[2730],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / HAWAII / HILO RIDGE / SHIELD STAGE,DREDGE D5,19.80,-155.00,-400,-400,THOLEIITE [2730],,,,WR [2730] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51306,0.70354,18.43,15.47,37.96,,,,,19.9,-156,SAQ,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43019,
s_K212-13B [7200],[7200][8874],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / MAUI / HALEAKALA / SHIELD STAGE,"HANA RIDGE, HALEAKALA, HAWAIIAN RIFT ZONE, INSIDE THE ARCUATE STRUCTURE, AMPHITHEATER",20.56,-154.95,-3600,-3650,THOLEIITE [7200],,,,WR [7200] ,VOL,,48.07,2.62,12.76,,11.99,,,,,0.17,7.14,10.48,2.10,0.41,0.24,,,,,,,,,,,31.00,,298.00,693.00,,47.00,293.00,,103.00,20.00,,,,,5.50,302.00,29.00,148.00,14.00,,,,,,,,,,,,76.00,11.90,27.90,3.98,19.60,5.39,2.01,5.13,0.85,4.97,0.96,2.32,0.34,2.10,0.29,3.40,0.63,,,,,,,,1.06,,0.79,0.23,0.51296,0.70362,18.53,15.46,38.12,,,,,20.5614,-154.95,SAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33200-K212-13B,
s_K212-9 [7200],[7200][8874],OCEAN ISLAND,Hawaii,HAWAIIAN ISLANDS / MAUI / HALEAKALA / SHIELD STAGE,"HANA RIDGE, HALEAKALA, HAWAIIAN RIFT ZONE, INSIDE THE ARCUATE STRUCTURE, AMPHITHEATER",20.55,-154.94,-4050,-4100,THOLEIITE [7200],,,,WR [7200] ,VOL,,50.00,2.71,13.58,,11.91,,,,,0.16,7.58,10.83,2.16,0.41,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51295,0.70363,18.54,15.48,38.15,,,,,20.5556,-154.9458,SAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33196-K212-9,
